training_loss,hr@10,ndcg@10,lr,best_val_hr
1.2851282331047182,0.13984989156953104,0.06442802096167553,0.00095,0.13984989156953104
1.238091563222726,0.13985836269991866,0.0639436945365161,0.0009025,0.13985836269991866
1.2111553199112997,0.1386469910544863,0.06391526904011766,0.000857375,0.13985836269991866
1.1839318208291496,0.1394941040932502,0.06452507793655445,0.0008145062499999999,0.13985836269991866
1.153117037413567,0.14062076443480617,0.06455571929105376,0.0007737809374999998,0.14062076443480617
1.1114439616869745,0.1386215776633234,0.06369540829239903,0.0007350918906249997,0.14062076443480617
1.057622291155781,0.1426453645974519,0.06596650973881285,0.0006983372960937497,0.1426453645974519
1.0020566609802122,0.14206932773109243,0.06614776951721792,0.0006634204312890621,0.1426453645974519
0.9530927662213988,0.14101043643263758,0.06566733210169488,0.000630249409724609,0.1426453645974519
0.9200036081436008,0.13863004879371102,0.0646459258729686,0.0005987369392383785,0.1426453645974519
0.8964790739320856,0.13977365139604228,0.0654807164669391,0.0005688000922763849,0.1426453645974519
0.8767643244139939,0.13833355923014368,0.06477277653629439,0.0005403600876625657,0.1426453645974519
0.8628363298698211,0.13573292220113853,0.06362750787442763,0.0005133420832794375,0.1426453645974519
0.8521333050753676,0.1372746679316888,0.06483786061210482,0.0004876749791154656,0.1426453645974519
0.8425512160149323,0.13718995662781241,0.06444370400615934,0.00046329123015969226,0.1426453645974519
0.8359010390057465,0.13447919490376795,0.06294647221415857,0.0004401266686517076,0.1426453645974519
0.828434445617775,0.1360717674166441,0.0641874772030722,0.0004181203352191222,0.1426453645974519
0.8238579501051815,0.13617342098129576,0.0638299544247332,0.0003972143184581661,0.1426453645974519
0.8163466044133559,0.13564821089726212,0.06375635165638661,0.0003773536025352578,0.1426453645974519
0.8147121024674222,0.13470791542423421,0.06289819304308668,0.0003584859224084949,0.1426453645974519
0.8162873152921931,0.1350552317701274,0.0633419954094457,0.0003405616262880701,0.1426453645974519
0.8130904406405993,0.1344876660341556,0.06316027976627157,0.0003235335449736666,0.1426453645974519
0.8109115618538366,0.1342928300352399,0.0632805797694842,0.00030735686772498323,0.1426453645974519
0.8075639793441458,0.13519076985632963,0.0636020468949737,0.00029198902433873403,0.1426453645974519
0.8062777024565642,0.13513147194361616,0.0633967049952359,0.0002773895731217973,0.1426453645974519
0.8036507053597389,0.13462320412035783,0.06323569705068509,0.00026352009446570744,0.1426453645974519
0.8027616734106905,0.13391162916779614,0.0629462986922909,0.00025034408974242204,0.1426453645974519
0.8009056879019815,0.1345554350772567,0.06317772099510108,0.00023782688525530093,0.1426453645974519
0.7991276519657602,0.13600399837354296,0.0636353613044778,0.00022593554099253587,0.1426453645974519
0.7977340758686334,0.13461473298997018,0.06327542314560124,0.00021463876394290905,0.1426453645974519
0.7961993962041993,0.13491122255353755,0.0634947879725118,0.0002039068257457636,0.1426453645974519
0.7960573886869271,0.1359447004608295,0.06391322482258473,0.00019371148445847543,0.1426453645974519
0.7943967115840312,0.1354025481160206,0.06376874225297124,0.00018402591023555166,0.1426453645974519
0.7923246648562174,0.13524159663865545,0.06342371060802217,0.00017482461472377407,0.1426453645974519
0.7915479857898352,0.1345300216860938,0.06333626300330639,0.00016608338398758536,0.1426453645974519
0.7908374743368618,0.13506370290051503,0.06348608823175328,0.00015777921478820608,0.1426453645974519
0.7905963318319517,0.1351399430740038,0.06344639241863446,0.00014989025404879577,0.1426453645974519
0.788706939114522,0.13489428029276226,0.06338695452681227,0.000142395741346356,0.1426453645974519
0.7893629713409771,0.1349874627270263,0.06350498303266006,0.0001352759542790382,0.1426453645974519
0.7889817272467319,0.13434365681756574,0.06317302631856596,0.00012851215656508629,0.1426453645974519
0.7867825436824579,0.13493663594470046,0.0633305565340493,0.00012208654873683197,0.1426453645974519
0.7878077073448528,0.13496204933586337,0.06333585689245634,0.00011598222129999037,0.1426453645974519
0.7868251965208664,0.13535172133369477,0.06337324811650343,0.00011018311023499084,0.1426453645974519
0.7864726265228453,0.1345554350772567,0.06303686617171042,0.00010467395472324129,0.1426453645974519
0.7844814079554342,0.13440295473027922,0.06328325340879708,9.944025698707922e-05,0.1426453645974519
0.7857941836603026,0.13469097316345893,0.06323219640726446,9.446824413772526e-05,0.1426453645974519
0.7841430820468187,0.1348349823800488,0.06350319133493015,8.9744831930839e-05,0.1426453645974519
0.7830828080843742,0.13506370290051503,0.06340572272301062,8.525759033429704e-05,0.1426453645974519
0.7831974402150766,0.13515688533477907,0.06352308486253946,8.09947108175822e-05,0.1426453645974519
0.782904540278413,0.13484345351043645,0.06339187406294464,7.694497527670308e-05,0.1426453645974519
0.7820422466630409,0.1352924234209813,0.0636202600618405,7.309772651286793e-05,0.1426453645974519
0.7823981200370086,0.13518229872594198,0.06358145714944138,6.944284018722453e-05,0.1426453645974519
0.7822919566737223,0.1355296150718352,0.06356002769974668,6.59706981778633e-05,0.1426453645974519
0.7818819660923463,0.13525853889943074,0.06362823771729377,6.267216326897013e-05,0.1426453645974519
0.7819871027446387,0.13511452968284088,0.06354095605404332,5.9538555105521626e-05,0.1426453645974519
0.7799809618347515,0.13569903767958796,0.06366597514084413,5.656162735024554e-05,0.1426453645974519
0.7800782546320303,0.13516535646516672,0.06342197204318202,5.373354598273326e-05,0.1426453645974519
0.7800470473061145,0.13520771211710492,0.06341980257770144,5.10468686835966e-05,0.1426453645974519
0.7805287563529588,0.13484345351043645,0.06343687651761794,4.849452524941677e-05,0.1426453645974519
0.7811467609452013,0.13488580916237464,0.0633330275846669,4.606979898694593e-05,0.1426453645974519
